FT	core_gene	517..1878
FT	core_gene	2156..3289
FT	core_gene	3679..3915
FT	core_gene	3912..5024
FT	core_gene	5034..6968
FT	core_gene	7005..9674
FT	core_gene	9762..10574
FT	core_gene	10900..12414
FT	core_gene	12793..14079
FT	core_gene	14730..15425
FT	core_gene	15422..15751
FT	core_gene	16115..17083
FT	core_gene	17393..18316
FT	core_gene	18331..20298
FT	core_gene	20295..20741
FT	core_gene	20773..22173
FT	core_gene	22451..23734
FT	core_gene	24937..25638
FT	core_gene	25651..27477
FT	core_gene	27470..28804
FT	core_gene	28805..29593
FT	core_gene	29998..30789
FT	core_gene	31015..33333
FT	core_gene	33701..34180
FT	core_gene	80237..80719
FT	core_gene	83128..84114
FT	core_gene	86037..88274
FT	core_gene	88425..89603
FT	core_gene	89605..90993
FT	core_gene	91480..93147
FT	core_gene	93468..95243
FT	core_gene	96329..97921
FT	core_gene	101295..102293
FT	core_gene	102290..103285
FT	core_gene	103301..104293
FT	core_gene	104524..105504
FT	core_gene	105501..106511
FT	core_gene	106532..108286
FT	core_gene	108363..109535
FT	core_gene	109525..111261
FT	core_gene	111242..113020
FT	core_gene	112992..113771
FT	core_gene	113771..114973
FT	core_gene	114977..115741
FT	core_gene	117231..118007
FT	core_gene	118352..119329
FT	core_gene	119286..119978
FT	core_gene	120188..121354
FT	core_gene	121335..122573
FT	core_gene	122563..123993
FT	core_gene	124261..124860
FT	core_gene	125203..125943
FT	core_gene	126483..126902
FT	core_gene	126903..128261
FT	core_gene	129032..130210
FT	core_gene	130341..131156
FT	core_gene	131153..131953
FT	core_gene	131955..132728
FT	core_gene	132942..133898
FT	core_gene	134127..135671
FT	core_gene	135722..137257
FT	core_gene	142353..143021
FT	core_gene	143037..143723
FT	core_gene	143726..144490
FT	core_gene	144510..146333
FT	core_gene	147364..148473
FT	core_gene	148477..149601
FT	core_gene	153723..154928
FT	core_gene	154939..155496
FT	core_gene	155496..156383
FT	core_gene	156437..157699
FT	core_gene	157776..158921
FT	core_gene	158986..159312
FT	core_gene	159319..159702
FT	core_gene	160128..161615
FT	core_gene	162262..163221
FT	core_gene	163665..164177
FT	core_gene	164519..165259
FT	core_gene	165273..166247
FT	core_gene	166244..167005
FT	core_gene	167015..167587
FT	core_gene	171906..179081
FT	core_gene	179094..179738
FT	core_gene	180066..180560
FT	core_gene	180813..181577
FT	core_gene	181593..182834
FT	core_gene	182846..183880
FT	core_gene	183916..185100
FT	core_gene	185353..186708
FT	core_gene	187608..189248
FT	core_gene	189521..191566
FT	core_gene	192151..193206
FT	core_gene	193206..194102
FT	core_gene	194114..195568
FT	core_gene	195568..196446
FT	core_gene	197702..200491
FT	core_gene	203822..205414
FT	core_gene	205416..206849
FT	core_gene	206855..208018
FT	core_gene	208035..209810
FT	core_gene	209848..211854
FT	core_gene	213130..213756
FT	core_gene	213965..214543
FT	core_gene	214926..216023
FT	core_gene	216036..217307
FT	core_gene	217310..218578
FT	core_gene	219493..220569
FT	core_gene	220594..221634
FT	core_gene	221689..222657
FT	core_gene	223018..223512
FT	core_gene	223745..225124
FT	core_gene	225483..226241
FT	core_gene	226234..227790
FT	core_gene	227787..228755
FT	core_gene	229343..231592
FT	core_gene	231615..232370
FT	core_gene	232706..234469
FT	core_gene	234633..234977
FT	core_gene	237740..238924
FT	core_gene	238954..241215
FT	core_gene	241402..242613
FT	core_gene	242725..244230
FT	core_gene	244256..245818
FT	core_gene	246999..248228
FT	core_gene	250727..250900
FT	core_gene	250926..252071
FT	core_gene	252644..253597
FT	core_gene	253918..255447
FT	core_gene	255809..256744
FT	core_gene	257076..259172
FT	core_gene	259647..259925
FT	core_gene	264227..264943
FT	core_gene	264936..265961
FT	core_gene	269551..270267
FT	core_gene	270260..271285
FT	core_gene	273028..274749
FT	core_gene	274893..275567
FT	core_gene	275813..277567
FT	core_gene	277570..278310
FT	core_gene	278429..278866
FT	core_gene	278859..279560
FT	core_gene	282418..283122
FT	core_gene	283271..284062
FT	core_gene	284078..285514
FT	core_gene	286009..286770
FT	core_gene	287021..287935
FT	core_gene	287963..288367
FT	core_gene	288382..289263
FT	core_gene	289495..290493
FT	core_gene	291394..292770
FT	core_gene	293004..293996
FT	core_gene	294322..295269
FT	core_gene	295321..295980
FT	core_gene	295994..296914
FT	core_gene	296911..298077
FT	core_gene	298145..299668
FT	core_gene	301140..301433
FT	core_gene	301516..304545
FT	core_gene	305230..306564
FT	core_gene	306586..311016
FT	core_gene	320628..321026
FT	core_gene	321275..322099
FT	core_gene	322338..323645
FT	core_gene	324229..325119
FT	core_gene	325369..326418
FT	core_gene	326431..327108
FT	core_gene	327316..328347
FT	core_gene	332042..333574
FT	core_gene	333614..334495
FT	core_gene	334653..335513
FT	core_gene	335790..336590
