36540	37003
42173	42281
42670	43133
62409	63705
71527	73081
99474	100087
101225	101332
102371	103052
104495	105180
108357	108458
127114	127259
136142	136448
138428	138529
166862	167102
190930	191055
230108	230282
239928	243377
245251	248694
268558	268680
274867	275110
289395	289921
296726	296909
315306	315925
354501	354617
355620	355728
385409	385739
388089	388473
389718	389949
394691	395325
395692	395823
398872	399009
399256	401002
401419	401593
402300	402690
405349	406249
407123	408051
427821	428021
428022	428222
439582	439684
476348	476490
492531	492990
505755	506422
534658	534770
535649	535765
547614	548015
550972	551372
586808	587195
588312	588789
590596	590800
611068	611212
656211	656466
659530	659855
716668	716768
734924	735125
750131	750310
751378	751550
753528	753661
754909	755079
777629	777738
797283	797508
797760	797959
799117	799316
799455	799680
813529	813647
815781	815891
816009	816202
883156	883826
884243	884798
886848	886987
896467	896805
902132	902470
922634	922818
942315	942473
942684	942842
949727	950144
950909	951037
964157	964343
972291	972392
994095	994200
1014841	1014938
1042823	1043775
1044042	1044216
1050062	1050362
1053070	1053302
1133214	1133342
1147418	1147560
1156909	1157010
1158249	1158353
1246325	1246424
1247508	1247650
1248222	1248446
1248673	1248996
1249223	1249445
1249702	1249811
1250347	1250670
1269080	1269184
1271636	1271797
1297102	1297289
1318110	1318280
1318575	1318687
1328643	1328743
1341233	1341379
1341760	1341876
1345916	1346131
1355792	1355899
1360121	1360243
1367809	1368049
1372236	1372359
1375117	1375472
1376470	1376625
1380135	1380370
1380439	1380544
1382339	1382447
1383994	1384173
1384199	1384324
1384413	1384550
1384764	1384921
1385088	1385222
1385438	1385561
1386185	1386496
1387165	1387308
1387352	1388241
1390680	1390882
1391135	1391248
1392296	1392392
1393590	1393747
1394780	1395036
1395086	1395248
1405155	1406451
1408736	1408883
1458700	1458842
1463911	1464255
1464426	1464752
1466191	1466815
1495260	1495784
1496362	1496632
1503600	1503697
1506044	1507259
1510456	1511420
1534025	1534145
1564668	1564829
1567140	1567754
1635856	1636048
1691574	1691683
1705654	1707684
1710800	1710935
1723216	1723322
1748159	1749114
1749984	1750156
1767099	1767327
1771621	1771739
1788076	1788176
1802097	1802235
1820739	1821447
1832202	1832681
1832744	1832968
1839844	1840018
1840447	1842193
1845277	1845761
1846057	1846540
1857610	1858028
1858491	1858909
1859026	1861017
1863174	1863454
1864455	1864608
1864790	1865060
1870621	1870734
1881952	1882062
1894488	1894584
1897206	1898735
1900177	1900288
1923909	1924051
1930060	1930690
1945872	1945978
1952045	1952607
1953962	1954808
1957407	1959446
1960627	1960823
1965768	1965874
2034701	2035027
2035079	2035426
2037805	2038042
2059331	2059447
2059507	2059665
2060575	2060834
2061032	2061556
2065273	2067310
2071790	2072287
2079713	2079834
2083446	2083655
2086562	2086777
2105224	2105332
2106064	2106172
2117305	2117444
2121397	2121544
2180842	2180972
2184740	2184841
2201180	2201863
2202178	2202856
2232493	2232592
2237161	2238689
2238710	2238909
2256959	2257376
2290325	2291027
2293596	2293749
2299232	2299386
2302216	2302374
2366900	2367143
2420379	2420565
2426279	2426390
2433027	2434590
2473755	2473938
2479421	2479533
2480237	2480407
2481742	2481832
2486780	2486883
2486971	2487074
2487498	2487605
2498277	2498429
2506533	2506719
2509913	2510017
2520975	2521138
2522592	2522755
2553746	2554184
2556494	2556603
2556610	2557711
2557798	2557912
2558031	2558140
2577806	2579180
2580394	2581146
2581310	2582723
2584132	2584884
2608263	2608389
2621930	2622104
2634126	2634363
2635152	2635554
2645205	2645380
2645406	2645584
2647662	2647855
2648833	2648959
2656469	2657258
2685366	2686068
2752936	2753108
2754191	2754370
2760819	2760935
2761682	2761806
2761891	2761990
2762085	2762201
2762341	2762440
2763377	2763475
2763777	2763915
2764509	2764659
2764775	2764926
2779492	2780111
2810248	2810503
2810684	2810900
2811105	2811463
2812934	2813235
2815189	2815374
2812092	2812654
2778710	2778969
2763163	2763369
2762687	2762958
2761130	2761606
2723006	2723863
2717057	2717181
2632743	2632872
2613324	2613653
2570319	2573602
2559867	2561628
2553051	2553497
2552614	2553046
2547565	2547845
2527434	2527779
2502470	2502785
2502190	2502369
2490624	2492637
2489128	2490140
2480769	2480883
2451787	2452016
2425418	2426065
2425143	2425505
2399096	2399455
2378296	2378949
2361976	2362804
2335568	2335909
2264056	2266089
2242465	2244469
2238971	2242626
2211662	2211774
2167190	2167367
2157640	2157946
2126284	2128066
2125978	2126263
2122612	2126139
2091777	2092057
2090341	2090665
2072309	2073532
2067858	2068065
2061577	2063072
2029606	2031206
2018144	2018719
1987588	1987926
1978237	1978519
1976805	1977098
1963646	1964343
1952822	1953712
1951313	1951819
1928202	1928369
1904686	1906658
1901085	1904751
1900476	1901002
1899697	1900138
1899023	1899281
1893560	1893676
1890080	1890518
1842447	1844931
1838772	1839229
1833065	1833180
1813578	1815450
1806856	1807059
1806469	1806664
1795408	1796443
1776300	1776976
1760295	1760893
1701260	1701418
1631487	1631758
1597512	1597889
1502226	1502434
1493815	1495143
1475301	1475590
1461360	1462340
1460251	1461332
1459486	1460197
1394332	1394676
1394032	1394282
1392570	1392879
1391322	1391652
1390379	1390672
1390070	1390369
1388764	1389752
1386874	1387103
1385816	1386040
1383459	1383769
1380823	1382088
1378062	1378778
1348848	1349860
1335978	1336237
1332813	1333204
1332538	1332900
1291056	1291287
1286511	1286869
1111409	1111644
1111037	1111429
1078850	1081204
1078422	1078691
1074331	1074894
1003948	1004236
978093	978270
977783	978021
965575	966602
860277	860670
844758	844858
811505	812044
800963	801279
794663	795727
775624	775847
768044	768771
762651	762984
730442	730823
721016	721291
720050	720273
668103	668233
623745	624379
604762	604996
603772	604003
594429	595298
593764	594404
593100	593728
592138	592971
591265	591892
589735	590474
588909	589636
587570	588216
553099	555190
549237	550777
506641	507207
492994	498673
492124	492502
453789	454683
448645	454116
423776	423894
406395	407089
402954	403191
396143	398510
393446	394209
391913	393035
390622	391796
390091	390361
389106	389330
336762	336985
301900	302017
292032	294579
264152	264748
258487	258702
213214	213609
115222	116212
73721	74858
55442	58727
