EMRSA15	EMRSA15	2832299	2832299	1	2832299	100.000	plus	100
EMRSA15	EMRSA15	5579	2832299	474283	479860	99.588	plus	100
EMRSA15	EMRSA15	5579	2832299	523996	529570	99.588	plus	100
EMRSA15	EMRSA15	5232	2832299	518720	523950	99.063	plus	100
EMRSA15	EMRSA15	5232	2832299	524055	529267	99.063	plus	100
EMRSA15	EMRSA15	5232	2832299	474342	479554	98.949	plus	100
EMRSA15	EMRSA15	5232	2832299	518720	523950	98.949	plus	100
EMRSA15	EMRSA15	3638	2832299	479751	476115	99.725	minus	100
EMRSA15	EMRSA15	3638	2832299	2142256	2138619	99.725	minus	100
EMRSA15	EMRSA15	3638	2832299	529461	525827	99.560	minus	100
EMRSA15	EMRSA15	3638	2832299	2142256	2138619	99.560	minus	100
EMRSA15	EMRSA15	3398	2832299	523950	520553	99.853	minus	100
EMRSA15	EMRSA15	3398	2832299	2142213	2138816	99.853	minus	100
EMRSA15	EMRSA15	3321	2832299	1947637	1950956	99.910	plus	100
EMRSA15	EMRSA15	3321	2832299	2252201	2255521	99.910	plus	100
EMRSA15	EMRSA15	3149	2832299	2138816	2141964	99.905	plus	100
EMRSA15	EMRSA15	3149	2832299	2252201	2255349	99.905	plus	100
EMRSA15	EMRSA15	3148	2832299	479554	476407	99.905	minus	100
EMRSA15	EMRSA15	3148	2832299	1950784	1947637	99.905	minus	100
EMRSA15	EMRSA15	3149	2832299	523950	520802	99.873	minus	100
EMRSA15	EMRSA15	3149	2832299	2255349	2252201	99.873	minus	100
EMRSA15	EMRSA15	3149	2832299	529267	526119	99.841	minus	100
EMRSA15	EMRSA15	3149	2832299	2255349	2252201	99.841	minus	100
EMRSA15	EMRSA15	3154	2832299	523955	520802	99.778	minus	100
EMRSA15	EMRSA15	3154	2832299	1950784	1947632	99.778	minus	100
EMRSA15	EMRSA15	3149	2832299	479554	476407	99.809	minus	100
EMRSA15	EMRSA15	3149	2832299	1947637	1950784	99.809	plus	100
EMRSA15	EMRSA15	3149	2832299	2138816	2141964	99.809	plus	100
EMRSA15	EMRSA15	3149	2832299	2255349	2252201	99.809	minus	100
EMRSA15	EMRSA15	3149	2832299	529267	526119	99.746	minus	100
EMRSA15	EMRSA15	3149	2832299	1950784	1947637	99.746	minus	100
EMRSA15	EMRSA15	2209	2832299	1283804	1286011	99.955	plus	100
EMRSA15	EMRSA15	2209	2832299	1890675	1892883	99.955	plus	100
EMRSA15	EMRSA15	2209	2832299	82969	80761	99.864	minus	100
EMRSA15	EMRSA15	2234	2832299	315940	318173	99.418	plus	100
EMRSA15	EMRSA15	2234	2832299	818371	820599	99.418	plus	100
EMRSA15	EMRSA15	2209	2832299	1892883	1890675	99.864	minus	100
EMRSA15	EMRSA15	2201	2832299	818377	820577	100.000	plus	100
EMRSA15	EMRSA15	2201	2832299	977389	979589	100.000	plus	100
EMRSA15	EMRSA15	2201	2832299	1104842	1107042	100.000	plus	100
EMRSA15	EMRSA15	2201	2832299	1567574	1569774	100.000	plus	100
EMRSA15	EMRSA15	2213	2832299	82964	80752	99.774	minus	100
EMRSA15	EMRSA15	2203	2832299	82962	80760	99.955	minus	100
EMRSA15	EMRSA15	2213	2832299	318156	315944	99.774	minus	100
EMRSA15	EMRSA15	2203	2832299	1286012	1283810	99.955	minus	100
EMRSA15	EMRSA15	2200	2832299	315946	318145	100.000	plus	100
EMRSA15	EMRSA15	2200	2832299	1567574	1569773	100.000	plus	100
EMRSA15	EMRSA15	2223	2832299	82977	80756	99.640	minus	100
EMRSA15	EMRSA15	2211	2832299	315946	318155	99.819	plus	100
EMRSA15	EMRSA15	2204	2832299	1283804	1286007	99.909	plus	100
EMRSA15	EMRSA15	2223	2832299	1569781	1567560	99.640	minus	100
EMRSA15	EMRSA15	2204	2832299	1567568	1569771	99.909	plus	100
EMRSA15	EMRSA15	2211	2832299	1890682	1892892	99.819	plus	100
EMRSA15	EMRSA15	2201	2832299	82965	80765	99.955	minus	100
EMRSA15	EMRSA15	2201	2832299	818374	820574	99.955	plus	100
EMRSA15	EMRSA15	2201	2832299	820574	818374	99.955	minus	100
EMRSA15	EMRSA15	2201	2832299	1890679	1892879	99.955	plus	100
EMRSA15	EMRSA15	2198	2832299	315946	318143	100.000	plus	100
EMRSA15	EMRSA15	2198	2832299	818377	820574	100.000	plus	100
EMRSA15	EMRSA15	2198	2832299	1283810	1286007	100.000	plus	100
EMRSA15	EMRSA15	2198	2832299	1283810	1286007	100.000	plus	100
EMRSA15	EMRSA15	2198	2832299	1567574	1569771	100.000	plus	100
EMRSA15	EMRSA15	2198	2832299	1890682	1892879	100.000	plus	100
EMRSA15	EMRSA15	2205	2832299	820577	818373	99.864	minus	100
EMRSA15	EMRSA15	2205	2832299	979591	977387	99.864	minus	100
EMRSA15	EMRSA15	2199	2832299	820574	818376	99.955	minus	100
EMRSA15	EMRSA15	2199	2832299	1107041	1104843	99.955	minus	100
EMRSA15	EMRSA15	2201	2832299	979587	977387	99.909	minus	100
EMRSA15	EMRSA15	2201	2832299	1569774	1567574	99.909	minus	100
EMRSA15	EMRSA15	2198	2832299	80765	82962	99.955	plus	100
EMRSA15	EMRSA15	2198	2832299	80765	82962	99.955	plus	100
EMRSA15	EMRSA15	2198	2832299	318143	315946	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	318143	315946	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	977390	979587	99.955	plus	100
EMRSA15	EMRSA15	2198	2832299	979587	977390	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	979587	977390	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	979587	977390	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1104843	1107040	99.955	plus	100
EMRSA15	EMRSA15	2198	2832299	1107040	1104843	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1107040	1104843	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1107040	1104843	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1107040	1104843	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1286007	1283810	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1286007	1283810	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1569771	1567574	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1892879	1890682	99.955	minus	100
EMRSA15	EMRSA15	2198	2832299	1892879	1890682	99.955	minus	100
EMRSA15	EMRSA15	2201	2832299	2138608	2136408	99.273	minus	100
EMRSA15	EMRSA15	2201	2832299	2570305	2568105	99.273	minus	100
EMRSA15	EMRSA15	1980	2832299	476320	474341	99.798	minus	100
EMRSA15	EMRSA15	1980	2832299	2257338	2255359	99.798	minus	100
EMRSA15	EMRSA15	1980	2832299	526032	524054	99.646	minus	100
EMRSA15	EMRSA15	1980	2832299	2257338	2255359	99.646	minus	100
EMRSA15	EMRSA15	1997	2832299	520715	518720	97.396	minus	100
EMRSA15	EMRSA15	1997	2832299	2257337	2255359	97.396	minus	100
EMRSA15	EMRSA15	1834	2832299	520554	518722	99.618	minus	100
EMRSA15	EMRSA15	1834	2832299	1952879	1951049	99.618	minus	100
EMRSA15	EMRSA15	1806	2832299	525859	524054	99.889	minus	100
EMRSA15	EMRSA15	1806	2832299	2144150	2142345	99.889	minus	100
EMRSA15	EMRSA15	1807	2832299	476147	474341	99.779	minus	100
EMRSA15	EMRSA15	1807	2832299	2144150	2142345	99.779	minus	100
EMRSA15	EMRSA15	1809	2832299	2142345	2144152	99.558	plus	100
EMRSA15	EMRSA15	1809	2832299	2255532	2257340	99.558	plus	100
EMRSA15	EMRSA15	1819	2832299	476090	474272	98.461	minus	100
EMRSA15	EMRSA15	1819	2832299	1952949	1951136	98.461	minus	100
EMRSA15	EMRSA15	1752	2832299	520471	518720	99.886	minus	100
EMRSA15	EMRSA15	1752	2832299	2144149	2142399	99.886	minus	100
EMRSA15	EMRSA15	1776	2832299	525802	524028	99.324	minus	100
EMRSA15	EMRSA15	1776	2832299	1952906	1951136	99.324	minus	100
EMRSA15	EMRSA15	1750	2832299	1951136	1952882	99.657	plus	100
EMRSA15	EMRSA15	1750	2832299	2142402	2144150	99.657	plus	100
EMRSA15	EMRSA15	1826	2832299	1951136	1952953	98.028	plus	100
EMRSA15	EMRSA15	1826	2832299	2255589	2257410	98.028	plus	100
EMRSA15	EMRSA15	1849	2832299	1523623	1525471	92.374	plus	100
EMRSA15	EMRSA15	1849	2832299	2047382	2049227	92.374	plus	100
EMRSA15	EMRSA15	3473	2832299	264227	267677	76.188	plus	100
EMRSA15	EMRSA15	3473	2832299	269551	272995	76.188	plus	100
EMRSA15	EMRSA15	1228	2832299	1902208	1903435	99.919	plus	100
EMRSA15	EMRSA15	1228	2832299	2071635	2072862	99.919	plus	100
EMRSA15	EMRSA15	1223	2832299	1902209	1903431	100.000	plus	100
EMRSA15	EMRSA15	1223	2832299	1943359	1944581	100.000	plus	100
EMRSA15	EMRSA15	1223	2832299	1943359	1944581	100.000	plus	100
EMRSA15	EMRSA15	1223	2832299	2071636	2072858	100.000	plus	100
EMRSA15	EMRSA15	1227	2832299	1254078	1252852	98.452	minus	100
EMRSA15	EMRSA15	1227	2832299	1876628	1875402	98.452	minus	100
