6768		6864
25165		25293
36454		36576
37192		37341
63937		64187
65544		65657
67277		67448
68537		68650
89630		90926
96348		97902
102005		102113
124247		124860
126204		126886
128329		129015
132190		132295
159003		159309
161271		161389
189720		189960
214365		214488
254415		254589
254918		255060
264228		267677
269552		272995
295124		295244
300074		300319
314972		315129
315941		318173
318470		318966
318981		319477
320606		320764
385762		386268
411657		411793
415412		415830
416478		416700
417107		417312
417468		417691
418428		418633
421072		421302
422196		422321
426161		426595
434123		434261
453437		453636
453638		453837
453907		454005
465198		465300
502075		502217
518258		518717
523997		529570
529584		529723
529830		529999
537081		537748
537967		538541
565985		566096
566975		567091
578940		579341
588813		590372
622676		623148
640266		640410
671873		671981
683012		683128
684880		685122
763095		763295
780025		780197
782175		782308
783604		783723
806251		806359
806451		806560
818372		820599
823885		823987
827284		827476
827739		827982
829096		829334
829492		829684
843286		843404
845535		845645
845763		845956
874683		874782
878029		878128
912962		913632
914049		914623
926269		926607
931931		932269
954137		954321
970100		970206
973742		973900
974111		974268
977388		979591
982761		982889
990399		990520
996064		996250
996356		996505
997482		997981
997989		998488
1025581		1025692
1074373		1075325
1075580		1075762
1081608		1081908
1084616		1084848
1087006		1087208
1104843		1107042
1110923		1111020
1116151		1116325
1140460		1140578
1166450		1166578
1180632		1180774
1190379		1190480
1191719		1191823
1252843		1254078
1279798		1279933
1283109		1283333
1286312		1286534
1286806		1287289
1289305		1289555
1310627		1310788
1324366		1324463
1328981		1329120
1334524		1334620
1337695		1337882
1358703		1358873
1359168		1359280
1359912		1360145
1369746		1370286
1372861		1372959
1384357		1384457
1396815		1396931
1422161		1422401
1433891		1433994
1434354		1434469
1434638		1434794
1436530		1436638
1437015		1437132
1437860		1437960
1438609		1438741
1439215		1439412
1439722		1439845
1440085		1440418
1441982		1442091
1442175		1442298
1442396		1442496
1449040		1449237
1450549		1450747
1452542		1452706
1462610		1463906
1466190		1466337
1466774		1466989
1516098		1516240
1516501		1517497
1518853		1519937
1523359		1523510
1523624		1525471
1553973		1554225
1559826		1560017
1562251		1562721
1563848		1564158
1567561		1569781
1570400		1571384
1624614		1624775
1627086		1627700
1696130		1696322
1728268		1728386
1751781		1751890
1751988		1752096
1760953		1761082
1777193		1777306
1781517		1781623
1782005		1782223
1806443		1807398
1808260		1808440
1810645		1810739
1811129		1811233
1825216		1825444
1827225		1827326
1841839		1841942
1843147		1843246
1845541		1845641
1859547		1859685
1866035		1866575
1867293		1867482
1872147		1872249
1902209		1903435
1904394		1904498
1907435		1907860
1908198		1908622
1910143		1910252
1910320		1910473
1910655		1910925
1916406		1916519
1943360		1944581
1943147		1943360
1944583		1945141
1946466		1946577
2005667		2005788
2044426		2044597
2046105		2046258
2047383		2049227
2069273		2070868
2071013		2071256
2071636		2072862
2073787		2074039
2075972		2076445
2080628		2080818
2082771		2083244
2085631		2085940
2093043		2093165
2096778		2096987
2099882		2100097
2105098		2105259
2120202		2120760
2135164		2135311
2136409		2138608
2142346		2144152
2196723		2196853
2200620		2200738
2217060		2217744
2218059		2218737
2223264		2223648
2227788		2227904
2228540		2229350
2246979		2247078
2251681		2251880
2303963		2304665
2371224		2372056
2376155		2376398
2379648		2379797
2426333		2426502
2428803		2428989
2429534		2429648
2433863		2433974
2443353		2444916
2490373		2490485
2491725		2491822
2498384		2498491
2499969		2500981
2501465		2502502
2518192		2518306
2518845		2519031
2533287		2533450
2534904		2535067
2544854		2544960
2560627		2560732
2565097		2565417
2565432		2565893
2566118		2566580
2568106		2570305
2571072		2571181
2572609		2572718
2573970		2574108
2593234		2593335
2618334		2618460
2634285		2634459
2634776		2634918
2643280		2643429
2645391		2645510
2656067		2656242
2656268		2656446
2658518		2658717
2659695		2659821
2667331		2668120
2676124		2676389
2699783		2700485
2700673		2701419
2710376		2710480
2718308		2718405
2741434		2741611
2754257		2754638
2760040		2760138
2767176		2767348
2775935		2776058
2776143		2776309
2776395		2776567
2777303		2777424
2777814		2777926
2777999		2778120
2778564		2778714
2778830		2778981
2810154		2810717
2810715		2811278
2822219		2822461
2823139		2823440
2825593		2826343
2825386		2825570
2793035		2793210
2776774		2777012
2775383		2775858
2737371		2738200
2731236		2731360
2643640		2643767
2631418		2633180
2619115		2620010
2591638		2591936
2585867		2586861
2575499		2577178
2574200		2575329
2571189		2572282
2559914		2560199
2550287		2550568
2514784		2515106
2514362		2514683
2509119		2510585
2491123		2491359
2462572		2462990
2407730		2408448
2344949		2345167
2334174		2334452
2307925		2308132
2252202		2257410
2251912		2252196
2227544		2227772
2182913		2183244
2138620		2142337
2103662		2103986
2040657		2042229
2006917		2007966
2006658		2007004
1990269		1990599
1980914		1981192
1979484		1979775
1951050		1952953
1950795		1951137
1947374		1950956
1946765		1947291
1945986		1946427
1945312		1945570
1939401		1939517
1935864		1936360
1894738		1895615
1890676		1892892
1874745		1876630
1866644		1867139
1863939		1864225
1852858		1853896
1842916		1843097
1818523		1819010
1761467		1761633
1691704		1692028
1672180		1672412
1657479		1657892
1552169		1553964
1517706		1518859
1451810		1452117
1450930		1451752
1449355		1450452
1448700		1448922
1447898		1448329
1447562		1447827
1446031		1447222
1444836		1445699
1443748		1444549
1442932		1443205
1441443		1441745
1441053		1441300
1440474		1440783
1438958		1439191
1438017		1438341
1437650		1437769
1436874		1436993
1435060		1436272
1432257		1432970
1430458		1430816
1429469		1429661
1414286		1414599
1400972		1401188
1391025		1391289
1331650		1331881
1325502		1325800
1283560		1286012
1254072		1254348
1184705		1184926
1144205		1144838
1112053		1114397
1111663		1111877
1035440		1035787
1009500		1009797
938051		938820
935483		936310
935296		935775
909775		909970
890207		890337
856135		856396
841530		841800
830988		831304
824623		825557
804389		804666
795479		795750
795353		795639
790098		790249
745593		745701
696663		697153
688155		688401
633960		634193
633006		633207
625469		625813
623425		623910
621985		622460
584341		587051
580563		582620
518721		523955
517851		518229
480201		480411
479494		480140
474273		479860
433001		433980
431058		432707
429388		431019
426894		427108
422723		422941
419491		419703
418863		419071
401703		402032
361621		361787
326831		326948
285541		285811
236614		237104
141419		142155
137298		138053
98542		99632
85151		85940
84316		85136
80753		82977
42816		44657
37798		38210
